filename,st_name,speaker,age,gender,text,arg0,arg1,metaphor_score
NJ2022.txt,New Jersey,Murphy_Phil,65,0,You’ve proven our collective faith in science and facts and medicine – and in each other.,you,prove,.42380193
NJ2022.txt,New Jersey,Murphy_Phil,65,0,This is the progress we can make together by putting our focus in the right places.,put,focus,.6118505
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"And here, too, we’ve made real progress.",make,progress,.66016638
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We have also made in-state tuition payments and investments in college savings plans tax deductible.,make,payment,.604442
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Across New Jersey, nearly 90 percent of all eligible residents have received at least a first vaccine dose.",percent,receive,.48734847
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"The Census counts it in black-and-white – while some states in our region lost population, New Jersey grew.",lose,population,.60465294
NJ2022.txt,New Jersey,Murphy_Phil,65,0,Our real estate market is strong.,real,estate,.51094973
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We expanded eligibility of older homeowners for the Senior Freeze program to protect you against any property tax increases.,protect,you,.4740442
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And so do so many millions of your fellow New Jerseyans who have done the very same.,many,million,.54402417
NJ2022.txt,New Jersey,Murphy_Phil,65,0,Strong public schools make communities more attractive for families looking to move to New Jersey.,strong,school,.71710885
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"And, I also say, “let’s keep it up.",keep,it,.46073642
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And 75 percent of you have completed your primary vaccination course.,complete,course,.47380471
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"And here, too, we’ve made real progress.",real,progress,.50098413
NJ2022.txt,New Jersey,Murphy_Phil,65,0,May God bless you and your families with a healthy and prosperous new year.,healthy,year,.59567249
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"So, if you have not yet gotten your booster shot, here is what I ask of you – go get it.",get,it,.51094991
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And we’ve done so much more.,do,more,.47821423
NJ2022.txt,New Jersey,Murphy_Phil,65,0,But it should mean that “compromise” and “common sense” are not dirty words.,common,sense,.59077132
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We’ve put a college education within reach with our tuition-free community college program.,free,program,.44199428
NJ2022.txt,New Jersey,Murphy_Phil,65,0,Many jobs await in the cannabis industry ready to take off.,cannabis,industry,.58332634
NJ2022.txt,New Jersey,Murphy_Phil,65,0,The moving vans are driving into New Jersey.,van,drive,.52321845
NJ2022.txt,New Jersey,Murphy_Phil,65,0,Let’s stop shouting down each other and get back to talking with each other.,shout,other,.46512368
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"I’ve noted our work to lower health care costs, particularly for those with children.",note,work,.49275291
NJ2022.txt,New Jersey,Murphy_Phil,65,0,Getting these things done will require hard work but is not insurmountable.,require,work,.38809568
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Across New Jersey, nearly 90 percent of all eligible residents have received at least a first vaccine dose.",eligible,resident,.31462574
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Hard work, even in the face of great challenge, does not deter us as New Jerseyans.",hard,work,.60448164
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Moreover, this is what you deserve.",you,deserve,.44000217
NJ2022.txt,New Jersey,Murphy_Phil,65,0,But we are making high-quality health care both more affordable and more accessible.,high,quality,.6200887
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And this is the year where we will see one of our most innovative plans for economic growth take hold.,innovative,plan,.52351493
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And I am excited by the possibilities that lay ahead for our state.,that,lie,.48168558
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"It has, indeed, been an extraordinarily long two years.",long,year,.65872043
NJ2022.txt,New Jersey,Murphy_Phil,65,0,I’m once again addressing you from an empty theater.,empty,theater,.41709417
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We will never forget the loss that has hit so many of our neighbors.,forget,loss,.57325912
NJ2022.txt,New Jersey,Murphy_Phil,65,0,That is yet another way we are building opportunity for more New Jersey families.,more,family,.52643275
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"This means that as our people get back to work, they are getting back to jobs that pay better.",this,mean,.47310984
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And I commit to you now that the state budget I propose in a few weeks won’t raise taxes.,few,week,.3996757
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We inherited a state that worked for too few and which was at a crossroads.,that,work,.54598427
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"… A response that keeps state, county, and local health authorities working together.",local,authority,.40398499
NJ2022.txt,New Jersey,Murphy_Phil,65,0,More new cases day-to-day than even at the pandemic’s start.,more,case,.4707292
NJ2022.txt,New Jersey,Murphy_Phil,65,0,In fact one helps the other.,one,help,.53416455
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We’ve seen some of this in New Jersey.,see,some,.47030631
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"We have more accessible and affordable health care and child care, stronger public schools, and more affordable higher education.",strong,school,.71710885
NJ2022.txt,New Jersey,Murphy_Phil,65,0,But we also know there are many who do not yet feel your place is secure in this progress.,who,feel,.38309124
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"… And a response that ensures we keep following science and fact, and not politics, so we can keep moving forward.",that,ensure,.55202138
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We’re all tired of it getting in the way of everything we do.,it,get,.51094991
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And so do so many millions of your fellow New Jerseyans who have done the very same.,do,same,.46239677
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And we did it without asking customers to pay one penny more in fares for four straight years.,do,it,.46025267
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Four years ago, NJ TRANSIT was a national model of how not to run a mass-transit system.",national,model,.56894881
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We chose to move the state in a new direction.,move,state,.57892329
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"But, to be sure, it’s a small minority.",small,minority,.66672421
NJ2022.txt,New Jersey,Murphy_Phil,65,0,… And opportunity to make New Jersey the launchpad for the next great idea and the home of the next generation.,next,generation,.55040324
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And 75 percent of you have completed your primary vaccination course.,primary,course,.48259684
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"So, here’s what this means – more people have insurance and they’re paying less for it.",this,mean,.47310984
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And this is the year where we will see one of our most innovative plans for economic growth take hold.,take,hold,.45535812
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Across the nation, we’ve seen some of the worst that crises can bring out in people.",see,some,.47030631
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And the size of state government itself is smaller today than it was when we took office.,take,office,.3904638
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"And for 2022, enrollment in health insurance through our individual marketplace is up 25 percent over last year.",last,year,.50250727
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And this is the progress that results from restoring responsible leadership to our state’s finances.,restore,leadership,.62187082
NJ2022.txt,New Jersey,Murphy_Phil,65,0,The people of New Jersey elected each of us in public office for a single purpose – to get things done.,people,elect,.45584109
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"This means that as our people get back to work, they are getting back to jobs that pay better.",they,get,.48274079
NJ2022.txt,New Jersey,Murphy_Phil,65,0,Thirty thousand new cases a day.,new,case,.43362591
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Today, it stands as a model of how to turn around a mass-transit system.",mass,transit,.36427262
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"This not only hurt our hardworking public employees, but it threatened our very financial health as a state.",it,threaten,.51628518
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"I do not begrudge, for one second, anyone their success.",anyone,success,.36226729
NJ2022.txt,New Jersey,Murphy_Phil,65,0,New businesses and jobs are being created because we restored common sense and fairness to our system of tax incentives.,restore,sense,.72114718
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"A few weeks ago, I initiated a new program to help us in this effort.",initiate,program,.40879995
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We also reined-in the cost of public employee and retiree health benefits while preserving high-quality care.,public,employee,.30126962
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"When we began our work in January 2018, our state was stagnant and seemingly broken.",begin,work,.56017864
NJ2022.txt,New Jersey,Murphy_Phil,65,0,Our economy is growing again.,economy,grow,.80586112
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"We are doing this not just because our kids deserve it but because our property taxpayers do, too.",deserve,it,.60882199
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"But try as it may to knock us back and further divide us, one thing is certain.",it,may,.43283492
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Today, it stands as a model of how to turn around a mass-transit system.",it,stand,.4546482
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And no state represents both the glorious history and awesome future of the American Dream more than ours.,state,represent,.53144884
NJ2022.txt,New Jersey,Murphy_Phil,65,0,May God bless you and your families with a healthy and prosperous new year.,bless,you,.57595164
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Lower costs will save families hundreds, if not thousands, of dollars a year.",low,cost,.67420906
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Across New Jersey, nearly 90 percent of all eligible residents have received at least a first vaccine dose.",first,vaccine,.46420598
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And this is the progress that results from restoring responsible leadership to our state’s finances.,that,result,.51018423
NJ2022.txt,New Jersey,Murphy_Phil,65,0,May God continue to bless the Great State of New Jersey and the United States of America.,god,continue,.63588715
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Hard work, especially in the face of great challenge, defines us.",work,define,.51594973
NJ2022.txt,New Jersey,Murphy_Phil,65,0,This is what you expect.,expect,what,.50635982
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Moreover, this is what you deserve.",deserve,what,.54460418
NJ2022.txt,New Jersey,Murphy_Phil,65,0,That is yet another way we are building opportunity for more New Jersey families.,build,opportunity,.35582644
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Today, New Jersey is working again for the many, not the few.",jersey,work,.49888891
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And we don’t want that political stagnation to creep into our work here in Trenton.,stagnation,creep,.82478744
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"For years, we were fed a line that no one wanted to be part of our New Jersey family.",feed,line,.63408905
NJ2022.txt,New Jersey,Murphy_Phil,65,0,The booster is proven to lessen the impact of illness to keep you out of the hospital.,keep,you,.4761906
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And we’re making more progress against property taxes than any administration before us.,more,progress,.59603769
